"Geographic Area Name (NAME)","2017 NAICS code (NAICS2017)","Meaning of NAICS code (NAICS2017_LABEL)","Meaning of Legal form of organization code (LFO_LABEL)","Meaning of Employment size of establishments (EMPSZES_LABEL)","Year (YEAR)","Number of establishments (ESTAB)","Annual payroll ($1,000) (PAYANN)","First-quarter payroll ($1,000) (PAYQTR1)","Number of employees (EMP)"
"Indiana","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","99","216,371","53,016","12,398"
"Indiana","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","47","99,882","24,331","5,729"
"Indiana","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","25","62,546","15,014","3,284"
"Indiana","722511","Full-service restaurants","Individual proprietorships","Establishments with 100 to 249 employees","2017","6","11,495","3,703","769"
"Indiana","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","21","42,448","9,968","2,616"
"Iowa","722511","Full-service restaurants","All establishments","All establishments","2017","2,479","696,072","165,893","45,761"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","421","173,167","42,234","10,898"
"Iowa","722511","Full-service restaurants","S-corporations ","All establishments","2017","1,032","304,871","72,207","19,823"
"Iowa","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","506","53,761","12,528","4,693"
"Iowa","722511","Full-service restaurants","Partnerships","All establishments","2017","518","164,220","38,911","10,333"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","674","31,782","3,476","1,069"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","83","3,985","541","142"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","203","12,759","1,286","311"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","231","6,323","1,000","401"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","157","8,715","649","215"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","451","40,582","9,764","3,046"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","66","7,364","1,830","430"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","181","19,212","4,524","1,230"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","125","7,641","1,903","842"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","77","6,312","1,494","530"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","567","101,743","24,546","7,844"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","103","19,069","4,790","1,475"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","270","54,143","12,981","3,799"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","98","11,989","2,939","1,286"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 10 to 19 employees","2017","96","16,542","3,836","1,284"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 20 to 49 employees","2017","569","255,201","62,089","17,519"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 20 to 49 employees","2017","99","45,883","11,374","3,159"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 20 to 49 employees","2017","304","134,707","32,521","9,143"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 20 to 49 employees","2017","39","9,949","2,577","1,047"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 20 to 49 employees","2017","127","64,662","15,617","4,170"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 50 to 99 employees","2017","192","208,744","51,853","12,822"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 50 to 99 employees","2017","58","68,748","16,942","4,102"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 50 to 99 employees","2017","65","63,890","15,689","4,151"
"Iowa","722511","Full-service restaurants","Individual proprietorships","Establishments with 50 to 99 employees","2017","11","14,043","3,233","810"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 50 to 99 employees","2017","58","62,063","15,989","3,759"
"Iowa","722511","Full-service restaurants","All establishments","Establishments with 100 to 249 employees","2017","26","58,020","14,165","3,461"
"Iowa","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 100 to 249 employees","2017","12","28,118","6,757","1,590"
"Iowa","722511","Full-service restaurants","S-corporations ","Establishments with 100 to 249 employees","2017","9","20,160","5,206","1,189"
"Iowa","722511","Full-service restaurants","Partnerships","Establishments with 100 to 249 employees","2017","3","5,926","1,326","375"
"Kansas","722511","Full-service restaurants","All establishments","All establishments","2017","2,165","778,075","189,151","47,880"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","All establishments","2017","412","203,576","49,967","12,976"
"Kansas","722511","Full-service restaurants","S-corporations ","All establishments","2017","746","279,359","67,411","17,356"
"Kansas","722511","Full-service restaurants","Individual proprietorships","All establishments","2017","487","100,445","25,615","5,388"
"Kansas","722511","Full-service restaurants","Partnerships","All establishments","2017","516","194,000","45,997","12,106"
"Kansas","722511","Full-service restaurants","Non-profit","All establishments","2017","3","64","19","14"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with less than 5 employees","2017","584","30,903","3,312","929"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with less than 5 employees","2017","77","4,723","674","148"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with less than 5 employees","2017","125","8,261","1,107","228"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with less than 5 employees","2017","233","6,260","1,020","380"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with less than 5 employees","2017","148","11,648","509","172"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 5 to 9 employees","2017","355","29,800","7,493","2,388"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 5 to 9 employees","2017","57","6,075","1,499","397"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 5 to 9 employees","2017","110","10,926","2,690","744"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 5 to 9 employees","2017","115","7,548","1,907","750"
"Kansas","722511","Full-service restaurants","Partnerships","Establishments with 5 to 9 employees","2017","71","5,198","1,380","484"
"Kansas","722511","Full-service restaurants","All establishments","Establishments with 10 to 19 employees","2017","431","84,449","20,870","5,946"
"Kansas","722511","Full-service restaurants","C-corporations and other corporate legal forms of organization","Establishments with 10 to 19 employees","2017","91","21,551","5,293","1,265"
"Kansas","722511","Full-service restaurants","S-corporations ","Establishments with 10 to 19 employees","2017","171","36,636","9,078","2,421"
"Kansas","722511","Full-service restaurants","Individual proprietorships","Establishments with 10 to 19 employees","2017","68","10,168","2,544","884"
